,country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
1033,Argentina,AR,2023-03-19,TV,4,Sky High: The Series,Sky High: The Series: Season 1,1
1034,Argentina,AR,2023-03-19,TV,5,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,9
1035,Argentina,AR,2023-03-19,TV,6,Shadow and Bone,Shadow and Bone: Season 2,1
1036,Argentina,AR,2023-03-19,TV,7,Til Money Do Us Part,Til Money Do Us Part: Season 1,22
1037,Argentina,AR,2023-03-19,TV,8,Community Squad,Community Squad: Season 1,5
1038,Argentina,AR,2023-03-19,TV,9,"Pablo Escobar, el patrón del mal","Pablo Escobar, el patrón del mal: Season 1",9
1039,Argentina,AR,2023-03-19,TV,10,Sex/Life,Sex/Life: Season 2,3
1040,Argentina,AR,2023-03-12,Films,1,Luther: The Fallen Sun,,1
1041,Argentina,AR,2023-03-12,Films,2,Faraway,,1
1042,Argentina,AR,2023-03-12,Films,3,Love at First Kiss,,2
1043,Argentina,AR,2023-03-12,Films,4,The Constant Gardener,,1
1044,Argentina,AR,2023-03-12,Films,5,Tonight You're Sleeping with Me,,2
1045,Argentina,AR,2023-03-12,Films,6,Bad Boys for Life,,3
1046,Argentina,AR,2023-03-12,Films,7,10 Days of a Good Man,,1
1047,Argentina,AR,2023-03-12,Films,8,We Have a Ghost,,3
1048,Argentina,AR,2023-03-12,Films,9,The Condemned,,2
1049,Argentina,AR,2023-03-12,Films,10,The Secret Life of Pets,,6
1050,Argentina,AR,2023-03-12,TV,1,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 2,2
1051,Argentina,AR,2023-03-12,TV,2,You,You: Season 4,3
1052,Argentina,AR,2023-03-12,TV,3,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,8
1053,Argentina,AR,2023-03-12,TV,4,Sex/Life,Sex/Life: Season 2,2
1054,Argentina,AR,2023-03-12,TV,5,MH370: The Plane That Disappeared,MH370: The Plane That Disappeared: Limited Series,1
1055,Argentina,AR,2023-03-12,TV,6,The Glory,The Glory: Season 1,1
1056,Argentina,AR,2023-03-12,TV,7,Community Squad,Community Squad: Season 1,4
1057,Argentina,AR,2023-03-12,TV,8,Triptych,Triptych: Season 1,3
1058,Argentina,AR,2023-03-12,TV,9,Til Money Do Us Part,Til Money Do Us Part: Season 1,21
1059,Argentina,AR,2023-03-12,TV,10,Sex/Life,Sex/Life: Season 1,5
1060,Argentina,AR,2023-03-05,Films,1,We Have a Ghost,,2
1061,Argentina,AR,2023-03-05,Films,2,Bad Boys for Life,,2
1062,Argentina,AR,2023-03-05,Films,3,The Condemned,,1
1063,Argentina,AR,2023-03-05,Films,4,Love at First Kiss,,1
1064,Argentina,AR,2023-03-05,Films,5,Tonight You're Sleeping with Me,,1
1065,Argentina,AR,2023-03-05,Films,6,The Strays,,2
1066,Argentina,AR,2023-03-05,Films,7,The Secret Life of Pets,,5
1067,Argentina,AR,2023-03-05,Films,8,Army of One,,2
1068,Argentina,AR,2023-03-05,Films,9,Waiting for the Barbarians,,1
1069,Argentina,AR,2023-03-05,Films,10,Little Women,,2
1070,Argentina,AR,2023-03-05,TV,1,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 2,1
1071,Argentina,AR,2023-03-05,TV,2,Triptych,Triptych: Season 1,2
1072,Argentina,AR,2023-03-05,TV,3,Community Squad,Community Squad: Season 1,3
1073,Argentina,AR,2023-03-05,TV,4,Outer Banks,Outer Banks: Season 3,2
1074,Argentina,AR,2023-03-05,TV,5,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,7
1075,Argentina,AR,2023-03-05,TV,6,Sex/Life,Sex/Life: Season 2,1
1076,Argentina,AR,2023-03-05,TV,7,La Reina del Sur,La Reina del Sur: Season 3,10
1077,Argentina,AR,2023-03-05,TV,8,Til Money Do Us Part,Til Money Do Us Part: Season 1,20
1078,Argentina,AR,2023-03-05,TV,9,Outer Banks,Outer Banks: Season 1,1
1079,Argentina,AR,2023-03-05,TV,10,The Walking Dead,The Walking Dead: Season 11,2
1080,Argentina,AR,2023-02-26,Films,1,Army of One,,1
1081,Argentina,AR,2023-02-26,Films,2,We Have a Ghost,,1
1082,Argentina,AR,2023-02-26,Films,3,The Strays,,1
1083,Argentina,AR,2023-02-26,Films,4,Your Place or Mine,,3
1084,Argentina,AR,2023-02-26,Films,5,Bad Boys for Life,,1
1085,Argentina,AR,2023-02-26,Films,6,Unlocked,,1
